code,name,category,manufacturer,description,price,sellingPrice,quantity,expiryDate,status
0078-0331,"Simulect Injection, Powder, For Solution",Interleukin 2 Receptor Antagonists [MoA],Novartis Pharmaceuticals Corporation,basiliximab,107.16,139.31,364,2027-11-10,IN_STOCK
0078-0337,"Trileptal Tablet, Film Coated",Anti-epileptic Agent [EPC],Novartis Pharmaceuticals Corporation,oxcarbazepine,89.97,116.96,197,2027-08-06,IN_STOCK
0078-0357,Trileptal Suspension,Anti-epileptic Agent [EPC],Novartis Pharmaceuticals Corporation,oxcarbazepine,51.78,67.31,105,2028-10-19,IN_STOCK
0078-0358,Diovan Tablet,Angiotensin 2 Receptor Antagonists [MoA],Novartis Pharmaceuticals Corporation,valsartan,142.56,185.33,352,2028-02-11,IN_STOCK
0078-0359,Diovan Tablet,Angiotensin 2 Receptor Antagonists [MoA],Novartis Pharmaceuticals Corporation,valsartan,99.13,128.87,114,2028-09-24,IN_STOCK
0078-0360,Diovan Tablet,Angiotensin 2 Receptor Antagonists [MoA],Novartis Pharmaceuticals Corporation,valsartan,145.47,189.11,380,2028-06-20,IN_STOCK
0078-0364,Lotrel Capsule,Angiotensin Converting Enzyme Inhibitor [EPC],Novartis Pharmaceuticals Corporation,amlodipine besylate and benazepril hydrochloride,119.11,154.84,139,2028-08-12,IN_STOCK
0078-0370,"Ritalin Capsule, Extended Release",Central Nervous System Stimulant [EPC],Novartis Pharmaceuticals Corporation,methylphenidate hydrochloride,90.4,117.52,114,2027-10-23,IN_STOCK
0078-0371,"Ritalin Capsule, Extended Release",Central Nervous System Stimulant [EPC],Novartis Pharmaceuticals Corporation,methylphenidate hydrochloride,49.49,64.34,377,2027-07-29,IN_STOCK
0078-0372,"Ritalin Capsule, Extended Release",Central Nervous System Stimulant [EPC],Novartis Pharmaceuticals Corporation,methylphenidate hydrochloride,23.47,30.51,398,2026-10-02,IN_STOCK
0078-0379,Lotrel Capsule,Angiotensin Converting Enzyme Inhibitor [EPC],Novartis Pharmaceuticals Corporation,amlodipine besylate and benazepril hydrochloride,142.57,185.34,318,2027-11-05,IN_STOCK
0078-0383,"Diovan Hct Tablet, Film Coated",Angiotensin 2 Receptor Antagonists [MoA],Novartis Pharmaceuticals Corporation,valsartan and hydrochlorothiazide,128.36,166.87,315,2026-11-03,IN_STOCK
0078-0385,"Myfortic Tablet, Delayed Release",Antimetabolite Immunosuppressant [EPC],Novartis Pharmaceuticals Corporation,mycophenolic acid,31.4,40.82,187,2028-06-18,IN_STOCK
0078-0386,"Myfortic Tablet, Delayed Release",Antimetabolite Immunosuppressant [EPC],Novartis Pharmaceuticals Corporation,mycophenolic acid,37.03,48.14,314,2027-01-15,IN_STOCK
0078-0393,"Simulect Injection, Powder, For Solution",Interleukin 2 Receptor Antagonists [MoA],Novartis Pharmaceuticals Corporation,basiliximab,140.82,183.07,97,2027-09-05,IN_STOCK
0078-0401,Gleevec Tablet,Bcr-Abl Tyrosine Kinase Inhibitors [MoA],Novartis Pharmaceuticals Corporation,imatinib mesylate,113.07,146.99,146,2027-09-21,IN_STOCK
0078-0405,Lotrel Capsule,Angiotensin Converting Enzyme Inhibitor [EPC],Novartis Pharmaceuticals Corporation,amlodipine besylate and benazepril hydrochloride,147.45,191.69,110,2028-07-13,IN_STOCK
0078-0406,Lotrel Capsule,Angiotensin Converting Enzyme Inhibitor [EPC],Novartis Pharmaceuticals Corporation,amlodipine besylate and benazepril hydrochloride,133.37,173.38,70,2028-09-25,IN_STOCK
0078-0414,Zortress Tablet,Cytochrome P450 2D6 Inhibitors [MoA],Novartis Pharmaceuticals Corporation,everolimus,102.15,132.8,398,2027-09-09,IN_STOCK
0078-0415,Zortress Tablet,Cytochrome P450 2D6 Inhibitors [MoA],Novartis Pharmaceuticals Corporation,everolimus,69.76,90.69,160,2027-05-03,IN_STOCK
0078-0417,Zortress Tablet,Cytochrome P450 2D6 Inhibitors [MoA],Novartis Pharmaceuticals Corporation,everolimus,41.18,53.53,59,2027-09-24,IN_STOCK
0078-0422,Zortress Tablet,Cytochrome P450 2D6 Inhibitors [MoA],Novartis Pharmaceuticals Corporation,everolimus,42.22,54.89,80,2028-10-07,IN_STOCK
0078-0423,Diovan Tablet,Angiotensin 2 Receptor Antagonists [MoA],Novartis Pharmaceuticals Corporation,valsartan,5.19,6.75,222,2027-12-23,IN_STOCK
0078-0424,"Ritalin Capsule, Extended Release",Central Nervous System Stimulant [EPC],Novartis Pharmaceuticals Corporation,methylphenidate hydrochloride,111.22,144.59,110,2027-11-28,IN_STOCK
0078-0430,"Focalin Capsule, Extended Release",Central Nervous System Stimulant [EPC],Novartis Pharmaceuticals Corporation,dexmethylphenidate hydrochloride,76.5,99.45,218,2027-09-25,IN_STOCK
0078-0431,"Focalin Capsule, Extended Release",Central Nervous System Stimulant [EPC],Novartis Pharmaceuticals Corporation,dexmethylphenidate hydrochloride,84.17,109.42,76,2028-02-03,IN_STOCK
0078-0432,"Focalin Capsule, Extended Release",Central Nervous System Stimulant [EPC],Novartis Pharmaceuticals Corporation,dexmethylphenidate hydrochloride,119.37,155.18,320,2028-07-28,IN_STOCK
0078-0433,"Focalin Capsule, Extended Release",Central Nervous System Stimulant [EPC],Novartis Pharmaceuticals Corporation,dexmethylphenidate hydrochloride,114.95,149.44,140,2027-03-16,IN_STOCK
0078-0434,"Focalin Capsule, Extended Release",Central Nervous System Stimulant [EPC],Novartis Pharmaceuticals Corporation,dexmethylphenidate hydrochloride,70.44,91.57,42,2027-07-29,IN_STOCK
0078-0456,"Trileptal Tablet, Film Coated",Anti-epileptic Agent [EPC],Novartis Pharmaceuticals Corporation,oxcarbazepine,7.91,10.28,158,2027-01-16,IN_STOCK
0078-0457,"Trileptal Tablet, Film Coated",Anti-epileptic Agent [EPC],Novartis Pharmaceuticals Corporation,oxcarbazepine,15.76,20.49,112,2027-10-20,IN_STOCK
0078-0467,"Desferal Injection, Powder, Lyophilized, For Solution",Iron Chelating Activity [MoA],Novartis Pharmaceuticals Corporation,deferoxamine mesylate,28.33,36.83,63,2028-04-13,IN_STOCK
0078-0468,"Exjade Tablet, For Suspension",Cytochrome P450 1A2 Inhibitors [MoA],Novartis Pharmaceuticals Corporation,deferasirox,141.57,184.04,72,2027-09-12,IN_STOCK
0078-0469,"Exjade Tablet, For Suspension",Cytochrome P450 1A2 Inhibitors [MoA],Novartis Pharmaceuticals Corporation,deferasirox,91.13,118.47,339,2028-02-07,IN_STOCK
0078-0470,"Exjade Tablet, For Suspension",Cytochrome P450 1A2 Inhibitors [MoA],Novartis Pharmaceuticals Corporation,deferasirox,107.15,139.3,245,2028-07-31,IN_STOCK
0078-0471,"Diovan Hct Tablet, Film Coated",Angiotensin 2 Receptor Antagonists [MoA],Novartis Pharmaceuticals Corporation,valsartan and hydrochlorothiazide,28.92,37.6,247,2027-03-10,IN_STOCK
0078-0472,"Diovan Hct Tablet, Film Coated",Angiotensin 2 Receptor Antagonists [MoA],Novartis Pharmaceuticals Corporation,valsartan and hydrochlorothiazide,12.77,16.6,194,2027-04-29,IN_STOCK
0078-0488,"Exforge Tablet, Film Coated",Angiotensin 2 Receptor Antagonists [MoA],Novartis Pharmaceuticals Corporation,amlodipine besylate and valsartan,146.29,190.18,234,2028-09-13,IN_STOCK
0078-0489,"Exforge Tablet, Film Coated",Angiotensin 2 Receptor Antagonists [MoA],Novartis Pharmaceuticals Corporation,amlodipine besylate and valsartan,85.35,110.95,398,2028-04-06,IN_STOCK
0078-0490,"Exforge Tablet, Film Coated",Angiotensin 2 Receptor Antagonists [MoA],Novartis Pharmaceuticals Corporation,amlodipine besylate and valsartan,43.46,56.5,169,2027-08-01,IN_STOCK
0078-0491,"Exforge Tablet, Film Coated",Angiotensin 2 Receptor Antagonists [MoA],Novartis Pharmaceuticals Corporation,amlodipine besylate and valsartan,39.44,51.27,50,2027-11-07,IN_STOCK
0078-0493,"Focalin Capsule, Extended Release",Central Nervous System Stimulant [EPC],Novartis Pharmaceuticals Corporation,dexmethylphenidate hydrochloride,87.91,114.28,276,2027-03-07,IN_STOCK
0078-0501,"Exelon Patch, Extended Release",Cholinesterase Inhibitor [EPC],Novartis Pharmaceuticals Corporation,rivastigmine,12.9,16.77,26,2027-12-12,IN_STOCK
0078-0502,"Exelon Patch, Extended Release",Cholinesterase Inhibitor [EPC],Novartis Pharmaceuticals Corporation,rivastigmine,17.71,23.02,363,2028-07-02,IN_STOCK
0078-0503,"Exelon Patch, Extended Release",Cholinesterase Inhibitor [EPC],Novartis Pharmaceuticals Corporation,rivastigmine,92.03,119.64,127,2027-01-08,IN_STOCK
0078-0508,Tegretol Suspension,Cytochrome P450 1A2 Inducers [MoA],Novartis Pharmaceuticals Corporation,carbamazepine,8.73,11.35,112,2028-07-15,IN_STOCK
0078-0509,Tegretol Tablet,Cytochrome P450 1A2 Inducers [MoA],Novartis Pharmaceuticals Corporation,carbamazepine,47.31,61.5,66,2028-01-28,IN_STOCK
0078-0510,"Tegretol Tablet, Extended Release",Cytochrome P450 1A2 Inducers [MoA],Novartis Pharmaceuticals Corporation,carbamazepine,127.35,165.56,182,2028-12-12,IN_STOCK
0078-0511,"Tegretol Tablet, Extended Release",Cytochrome P450 1A2 Inducers [MoA],Novartis Pharmaceuticals Corporation,carbamazepine,62.63,81.42,275,2028-08-07,IN_STOCK
0078-0512,"Tegretol Tablet, Extended Release",Cytochrome P450 1A2 Inducers [MoA],Novartis Pharmaceuticals Corporation,carbamazepine,43.43,56.46,353,2028-04-10,IN_STOCK
0078-0526,Tasigna Capsule,Bcr-Abl Tyrosine Kinase Inhibitors [MoA],Novartis Pharmaceuticals Corporation,nilotinib,61.19,79.55,214,2027-10-26,IN_STOCK
0078-0559,"Exforge Hct Tablet, Film Coated",Angiotensin 2 Receptor Antagonists [MoA],Novartis Pharmaceuticals Corporation,amlodipine valsartan and hydrochlorothiazide,58.56,76.13,253,2026-11-15,IN_STOCK
0078-0560,"Exforge Hct Tablet, Film Coated",Angiotensin 2 Receptor Antagonists [MoA],Novartis Pharmaceuticals Corporation,amlodipine valsartan and hydrochlorothiazide,43.18,56.13,263,2027-06-27,IN_STOCK
0078-0561,"Exforge Hct Tablet, Film Coated",Angiotensin 2 Receptor Antagonists [MoA],Novartis Pharmaceuticals Corporation,amlodipine valsartan and hydrochlorothiazide,37.81,49.15,162,2028-04-30,IN_STOCK
0078-0562,"Exforge Hct Tablet, Film Coated",Angiotensin 2 Receptor Antagonists [MoA],Novartis Pharmaceuticals Corporation,amlodipine valsartan and hydrochlorothiazide,13.94,18.12,381,2028-08-14,IN_STOCK
0078-0563,"Exforge Hct Tablet, Film Coated",Angiotensin 2 Receptor Antagonists [MoA],Novartis Pharmaceuticals Corporation,amlodipine valsartan and hydrochlorothiazide,19.02,24.73,367,2027-09-18,IN_STOCK
0078-0566,Afinitor Tablet,Cytochrome P450 2D6 Inhibitors [MoA],Novartis Pharmaceuticals Corporation,everolimus,122.19,158.85,236,2028-11-13,IN_STOCK
0078-0567,Afinitor Tablet,Cytochrome P450 2D6 Inhibitors [MoA],Novartis Pharmaceuticals Corporation,everolimus,90.51,117.66,308,2026-12-02,IN_STOCK
0078-0568,Coartem Tablet,Antimalarial [EPC],Novartis Pharmaceuticals Corporation,artemether and lumefantrine,126.92,165.0,292,2027-12-03,IN_STOCK
0078-0592,Tasigna Capsule,Bcr-Abl Tyrosine Kinase Inhibitors [MoA],Novartis Pharmaceuticals Corporation,nilotinib,145.02,188.53,376,2028-01-30,IN_STOCK
0078-0594,Afinitor Tablet,Cytochrome P450 2D6 Inhibitors [MoA],Novartis Pharmaceuticals Corporation,everolimus,88.04,114.45,145,2028-01-31,IN_STOCK
0078-0607,Gilenya Capsule,Sphingosine 1-Phosphate Receptor Modulators [MoA],Novartis Pharmaceuticals Corporation,Fingolimod hcl,48.33,62.83,227,2028-10-01,IN_STOCK
0078-0608,"Focalin Capsule, Extended Release",Central Nervous System Stimulant [EPC],Novartis Pharmaceuticals Corporation,dexmethylphenidate hydrochloride,10.04,13.05,317,2028-03-13,IN_STOCK
0078-0609,"Focalin Capsule, Extended Release",Central Nervous System Stimulant [EPC],Novartis Pharmaceuticals Corporation,dexmethylphenidate hydrochloride,121.07,157.39,371,2028-06-27,IN_STOCK
0078-0620,Afinitor Tablet,Cytochrome P450 2D6 Inhibitors [MoA],Novartis Pharmaceuticals Corporation,everolimus,26.38,34.29,254,2027-03-27,IN_STOCK
0078-0626,"Afinitor Tablet, For Suspension",Cytochrome P450 2D6 Inhibitors [MoA],Novartis Pharmaceuticals Corporation,everolimus,142.61,185.39,110,2027-05-05,IN_STOCK
0078-0627,"Afinitor Tablet, For Suspension",Cytochrome P450 2D6 Inhibitors [MoA],Novartis Pharmaceuticals Corporation,everolimus,122.23,158.9,89,2026-11-13,IN_STOCK
0078-0628,"Afinitor Tablet, For Suspension",Cytochrome P450 2D6 Inhibitors [MoA],Novartis Pharmaceuticals Corporation,everolimus,66.39,86.31,374,2027-12-20,IN_STOCK
0078-0639,Cosentyx Injection,Interleukin-17A Antagonist [EPC],Novartis Pharmaceuticals Corporation,secukinumab,34.28,44.56,346,2027-03-01,IN_STOCK
0078-0649,Gleevec Tablet,Bcr-Abl Tyrosine Kinase Inhibitors [MoA],Novartis Pharmaceuticals Corporation,imatinib mesylate,125.95,163.74,157,2027-08-24,IN_STOCK
0078-0654,"Jadenu Tablet, Film Coated",Cytochrome P450 1A2 Inhibitors [MoA],Novartis Pharmaceuticals Corporation,deferasirox,137.07,178.19,59,2026-12-29,IN_STOCK
0078-0655,"Jadenu Tablet, Film Coated",Cytochrome P450 1A2 Inhibitors [MoA],Novartis Pharmaceuticals Corporation,deferasirox,61.27,79.65,228,2028-04-18,IN_STOCK
0078-0656,"Jadenu Tablet, Film Coated",Cytochrome P450 1A2 Inhibitors [MoA],Novartis Pharmaceuticals Corporation,deferasirox,52.29,67.98,166,2028-03-16,IN_STOCK
0078-0659,"Entresto Tablet, Film Coated",Angiotensin 2 Receptor Antagonists [MoA],Novartis Pharmaceuticals Corporation,Sacubitril and Valsartan,71.43,92.86,31,2028-12-14,IN_STOCK
0078-0671,Tykerb Tablet,Kinase Inhibitor [EPC],Novartis Pharmaceuticals Corporation,lapatinib,106.56,138.53,325,2028-03-19,IN_STOCK
0078-0674,"Hycamtin Injection, Powder, Lyophilized, For Solution",Topoisomerase Inhibitor [EPC],Novartis Pharmaceuticals Corporation,topotecan hydrochloride,118.34,153.84,82,2027-11-29,IN_STOCK
0078-0681,Tafinlar Capsule,Breast Cancer Resistance Protein Inhibitors [MoA],Novartis Pharmaceuticals Corporation,dabrafenib,26.7,34.71,315,2028-05-25,IN_STOCK
0078-0682,Tafinlar Capsule,Breast Cancer Resistance Protein Inhibitors [MoA],Novartis Pharmaceuticals Corporation,dabrafenib,89.49,116.34,76,2027-01-17,IN_STOCK
0078-0683,Arranon Injection,Nucleic Acid Synthesis Inhibitors [MoA],Novartis Pharmaceuticals Corporation,nelarabine,86.59,112.57,76,2028-12-13,IN_STOCK
0078-0684,"Promacta Tablet, Film Coated",Breast Cancer Resistance Protein Inhibitors [MoA],Novartis Pharmaceuticals Corporation,eltrombopag olamine,46.48,60.42,299,2027-09-18,IN_STOCK
0078-0685,"Promacta Tablet, Film Coated",Breast Cancer Resistance Protein Inhibitors [MoA],Novartis Pharmaceuticals Corporation,eltrombopag olamine,132.29,171.98,160,2027-10-28,IN_STOCK
0078-0686,"Promacta Tablet, Film Coated",Breast Cancer Resistance Protein Inhibitors [MoA],Novartis Pharmaceuticals Corporation,eltrombopag olamine,99.94,129.92,317,2028-06-15,IN_STOCK
0078-0687,"Promacta Tablet, Film Coated",Breast Cancer Resistance Protein Inhibitors [MoA],Novartis Pharmaceuticals Corporation,eltrombopag olamine,73.59,95.67,113,2027-07-10,IN_STOCK
0078-0694,"Zykadia Tablet, Film Coated",Cytochrome P450 2C9 Inhibitors [MoA],Novartis Pharmaceuticals Corporation,ceritinib,63.43,82.46,341,2028-06-15,IN_STOCK
0078-0696,"Entresto Tablet, Film Coated",Angiotensin 2 Receptor Antagonists [MoA],Novartis Pharmaceuticals Corporation,Sacubitril and Valsartan,103.72,134.84,230,2026-11-09,IN_STOCK
0078-0697,"Promacta Powder, For Suspension",Breast Cancer Resistance Protein Inhibitors [MoA],Novartis Pharmaceuticals Corporation,eltrombopag olamine,62.39,81.11,194,2028-09-07,IN_STOCK
0078-0698,"Rydapt Capsule, Liquid Filled",Kinase Inhibitor [EPC],Novartis Pharmaceuticals Corporation,RYDAPT,39.45,51.29,268,2027-07-03,IN_STOCK
0078-0701,Piqray Tablet,General Medicine,Novartis Pharmaceuticals Corporation,alpelisib,135.07,175.59,35,2027-09-11,IN_STOCK
0078-0708,Piqray Tablet,General Medicine,Novartis Pharmaceuticals Corporation,alpelisib,123.52,160.58,180,2027-08-15,IN_STOCK
0078-0709,"Tabrecta Tablet, Film Coated",Breast Cancer Resistance Protein Inhibitors [MoA],Novartis Pharmaceuticals Corporation,capmatinib,45.65,59.34,276,2028-09-12,IN_STOCK
0078-0713,Jadenu Granule,Cytochrome P450 1A2 Inhibitors [MoA],Novartis Pharmaceuticals Corporation,deferasirox,104.3,135.59,141,2027-02-15,IN_STOCK
0078-0715,Piqray Kit,General Medicine,Novartis Pharmaceuticals Corporation,alpelisib,48.57,63.14,251,2028-12-01,IN_STOCK
0078-0716,"Tabrecta Tablet, Film Coated",Breast Cancer Resistance Protein Inhibitors [MoA],Novartis Pharmaceuticals Corporation,capmatinib,124.74,162.16,162,2028-10-16,IN_STOCK
0078-0720,Jadenu Granule,Cytochrome P450 1A2 Inhibitors [MoA],Novartis Pharmaceuticals Corporation,deferasirox,65.43,85.06,355,2026-12-31,IN_STOCK
0078-0727,Jadenu Granule,Cytochrome P450 1A2 Inhibitors [MoA],Novartis Pharmaceuticals Corporation,deferasirox,32.25,41.93,133,2027-11-21,IN_STOCK
0078-0729,Betoptic S Suspension/ Drops,Adrenergic beta-Antagonists [MoA],Novartis Pharmaceuticals Corporation,betaxolol hydrochloride,112.44,146.17,289,2027-10-18,IN_STOCK
0078-0734,"Ilaris Injection, Solution",General Medicine,Novartis Pharmaceuticals Corporation,canakinumab,124.05,161.27,288,2028-12-19,IN_STOCK
0078-0743,Ilevro Suspension/ Drops,Anti-Inflammatory Agents,Novartis Pharmaceuticals Corporation,nepafenac,28.05,36.47,184,2028-09-26,IN_STOCK
0078-0771,Maxitrol Ointment,Aminoglycoside Antibacterial [EPC],Novartis Pharmaceuticals Corporation,"neomycin sulfate, polymyxin b sulfate and dexamethasone",78.49,102.04,94,2028-12-08,IN_STOCK
0078-0777,"Entresto Tablet, Film Coated",Angiotensin 2 Receptor Antagonists [MoA],Novartis Pharmaceuticals Corporation,Sacubitril and Valsartan,128.44,166.97,316,2026-10-30,IN_STOCK
0078-0811,Sandostatin Lar Depot Kit,General Medicine,Novartis Pharmaceuticals Corporation,octreotide acetate,30.19,39.25,127,2026-11-29,IN_STOCK
0078-0813,Tobrex Ointment,Aminoglycoside Antibacterial [EPC],Novartis Pharmaceuticals Corporation,tobramycin,41.18,53.53,258,2026-11-21,IN_STOCK
0078-0818,Sandostatin Lar Depot Kit,General Medicine,Novartis Pharmaceuticals Corporation,octreotide acetate,138.11,179.54,385,2027-04-22,IN_STOCK
0078-0825,Sandostatin Lar Depot Kit,General Medicine,Novartis Pharmaceuticals Corporation,octreotide acetate,44.73,58.15,262,2028-03-01,IN_STOCK
0078-0827,"Beovu Injection, Solution",General Medicine,Novartis Pharmaceuticals Corporation,brolucizumab,62.56,81.33,88,2028-08-28,IN_STOCK
0078-0846,"Kymriah Injection, Suspension",CD19 Receptor Interactions [MoA],Novartis Pharmaceuticals Corporation,tisagenlecleucel,9.43,12.26,215,2028-02-13,IN_STOCK
0078-0860,"Kisqali Tablet, Film Coated",Cytochrome P450 3A Inhibitors [MoA],Novartis Pharmaceuticals Corporation,ribociclib,91.14,118.48,115,2028-01-29,IN_STOCK
0078-0867,"Kisqali Tablet, Film Coated",Cytochrome P450 3A Inhibitors [MoA],Novartis Pharmaceuticals Corporation,ribociclib,90.1,117.13,204,2027-09-18,IN_STOCK
0078-0874,"Kisqali Tablet, Film Coated",Cytochrome P450 3A Inhibitors [MoA],Novartis Pharmaceuticals Corporation,ribociclib,28.71,37.32,157,2028-11-05,IN_STOCK
0078-0876,Tobradex Ointment,Aminoglycoside Antibacterial [EPC],Novartis Pharmaceuticals Corporation,tobramycin and dexamethasone,125.48,163.12,71,2027-07-19,IN_STOCK
0078-0883,Adakveo Injection,P-Selectin Blockers [MoA],Novartis Pharmaceuticals Corporation,crizanlizumab,8.98,11.67,50,2027-03-16,IN_STOCK
0078-0897,"Triesence Injection, Suspension",Corticosteroid Hormone Receptor Agonists [MoA],Novartis Pharmaceuticals Corporation,triamcinolone acetonide,128.8,167.44,134,2027-05-15,IN_STOCK
0078-0911,Xiidra Solution/ Drops,Lymphocyte Function-Associated Antigen-1 Antagonis,Novartis Pharmaceuticals Corporation,Lifitegrast,98.87,128.53,371,2027-04-30,IN_STOCK
0078-0937,Egaten Tablet,Anthelmintic [EPC],Novartis Pharmaceuticals Corporation,triclabendazole,44.02,57.23,234,2028-03-09,IN_STOCK
0078-0946,Travatan Z Solution/ Drops,Prostaglandin Analog [EPC],Novartis Pharmaceuticals Corporation,travoprost,7.91,10.28,374,2026-10-10,IN_STOCK
0078-0951,Tasigna Capsule,Bcr-Abl Tyrosine Kinase Inhibitors [MoA],Novartis Pharmaceuticals Corporation,nilotinib,73.74,95.86,92,2028-07-24,IN_STOCK
0078-0958,"Kymriah Injection, Suspension",CD19 Receptor Interactions [MoA],Novartis Pharmaceuticals Corporation,tisagenlecleucel,30.11,39.14,29,2027-05-18,IN_STOCK
0078-0965,Gilenya Capsule,Sphingosine 1-Phosphate Receptor Modulators [MoA],Novartis Pharmaceuticals Corporation,Fingolimod hcl,41.6,54.08,181,2028-09-29,IN_STOCK
0078-0972,"Promacta Powder, For Suspension",Breast Cancer Resistance Protein Inhibitors [MoA],Novartis Pharmaceuticals Corporation,eltrombopag olamine,145.22,188.79,354,2027-07-09,IN_STOCK
0078-0979,"Mayzent Tablet, Film Coated",Sphingosine 1-Phosphate Receptor Modulators [MoA],Novartis Pharmaceuticals Corporation,siponimod,66.45,86.39,217,2027-09-23,IN_STOCK
0078-0986,"Mayzent Tablet, Film Coated",Sphingosine 1-Phosphate Receptor Modulators [MoA],Novartis Pharmaceuticals Corporation,siponimod,71.55,93.02,136,2028-01-21,IN_STOCK
0078-1000,"Leqvio Injection, Solution",General Medicine,Novartis Pharmaceuticals Corporation,inclisiran,48.81,63.45,291,2028-06-30,IN_STOCK
0078-1007,"Kesimpta Injection, Solution",CD20-directed Antibody Interactions [MoA],Novartis Pharmaceuticals Corporation,ofatumumab,62.59,81.37,77,2026-10-08,IN_STOCK
0078-1014,"Mayzent Tablet, Film Coated",Sphingosine 1-Phosphate Receptor Modulators [MoA],Novartis Pharmaceuticals Corporation,siponimod,79.17,102.92,364,2027-10-19,IN_STOCK
0078-1021,Vijoice Tablet,General Medicine,Novartis Pharmaceuticals Corporation,alpelisib,86.41,112.33,329,2028-06-15,IN_STOCK
0078-1028,Vijoice Tablet,General Medicine,Novartis Pharmaceuticals Corporation,alpelisib,45.99,59.79,375,2027-01-19,IN_STOCK
0078-1035,Vijoice Kit,General Medicine,Novartis Pharmaceuticals Corporation,alpelisib,74.85,97.3,197,2027-07-11,IN_STOCK
0078-1049,"Lamprene Capsule, Liquid Filled",Antimycobacterial [EPC],Novartis Pharmaceuticals Corporation,Clofazimine,97.89,127.26,166,2027-06-25,IN_STOCK
0078-1056,Cosentyx Injection,Interleukin-17A Antagonist [EPC],Novartis Pharmaceuticals Corporation,secukinumab,100.14,130.18,358,2027-08-02,IN_STOCK
0078-1070,Cosentyx Injection,Interleukin-17A Antagonist [EPC],Novartis Pharmaceuticals Corporation,secukinumab,32.31,42.0,289,2028-11-22,IN_STOCK
0078-1077,"Votrient Tablet, Film Coated",Cytochrome P450 2C8 Inhibitors [MoA],Novartis Pharmaceuticals Corporation,pazopanib hydrochloride,39.84,51.79,54,2028-12-30,IN_STOCK
0078-1091,"Scemblix Tablet, Film Coated",General Medicine,Novartis Pharmaceuticals Corporation,asciminib,122.45,159.19,231,2028-08-07,IN_STOCK
0078-1098,"Scemblix Tablet, Film Coated",General Medicine,Novartis Pharmaceuticals Corporation,asciminib,51.34,66.74,96,2028-10-08,IN_STOCK
0078-1105,"Mekinist Tablet, Film Coated",Kinase Inhibitor [EPC],Novartis Pharmaceuticals Corporation,trametinib,8.69,11.3,279,2027-07-30,IN_STOCK
0078-1112,"Mekinist Tablet, Film Coated",Kinase Inhibitor [EPC],Novartis Pharmaceuticals Corporation,trametinib,42.62,55.41,239,2027-11-19,IN_STOCK
0078-1154,"Tafinlar Tablet, For Suspension",Breast Cancer Resistance Protein Inhibitors [MoA],Novartis Pharmaceuticals Corporation,dabrafenib,61.3,79.69,43,2028-05-20,IN_STOCK
0078-1161,"Mekinist Powder, For Solution",Kinase Inhibitor [EPC],Novartis Pharmaceuticals Corporation,trametinib,107.67,139.97,317,2027-04-13,IN_STOCK
0078-1168,"Cosentyx Injection, Solution, Concentrate",Interleukin-17A Antagonist [EPC],Novartis Pharmaceuticals Corporation,secukinumab,54.76,71.19,390,2027-05-16,IN_STOCK
0078-1175,Vijoice Granule,General Medicine,Novartis Pharmaceuticals Corporation,alpelisib,104.52,135.88,351,2028-12-12,IN_STOCK
0078-1189,Fabhalta Capsule,Complement Factor B Inhibitor [EPC],Novartis Pharmaceuticals Corporation,iptacopan,73.98,96.17,368,2027-10-03,IN_STOCK
0078-1196,"Scemblix Tablet, Film Coated",General Medicine,Novartis Pharmaceuticals Corporation,asciminib,78.56,102.13,112,2028-08-04,IN_STOCK
0078-1217,"Pluvicto Injection, Solution",Radioligand Activity [MoA],Novartis Pharmaceuticals Corporation,lutetium Lu 177 vipivotide tetraxetan,132.09,171.72,117,2027-07-28,IN_STOCK
0078-1224,"Locametz Injection, Powder, Lyophilized, For Solution",General Medicine,Novartis Pharmaceuticals Corporation,kit for the preparation of gallium Ga 68 gozetotide,19.15,24.89,90,2028-10-28,IN_STOCK
0078-1231,Entresto Pellet,Angiotensin 2 Receptor Antagonists [MoA],Novartis Pharmaceuticals Corporation,Sacubitril and Valsartan,42.5,55.25,311,2028-11-20,IN_STOCK
0078-1238,Entresto Pellet,Angiotensin 2 Receptor Antagonists [MoA],Novartis Pharmaceuticals Corporation,Sacubitril and Valsartan,137.33,178.53,373,2027-09-09,IN_STOCK
0078-1245,Diovan Tablet,Angiotensin 2 Receptor Antagonists [MoA],Novartis Pharmaceuticals Corporation,valsartan,99.89,129.86,138,2027-09-29,IN_STOCK
0078-1252,Diovan Tablet,Angiotensin 2 Receptor Antagonists [MoA],Novartis Pharmaceuticals Corporation,valsartan,37.38,48.59,182,2027-12-05,IN_STOCK
0078-1259,Diovan Tablet,Angiotensin 2 Receptor Antagonists [MoA],Novartis Pharmaceuticals Corporation,valsartan,119.27,155.05,194,2027-10-16,IN_STOCK
0078-1420,"Vanrafia Tablet, Film Coated",Endothelin Receptor Antagonist [EPC],Novartis Pharmaceuticals Corporation,atrasentan,42.78,55.61,175,2028-01-18,IN_STOCK
0078-1483,Rhapsido Tablet,Bruton's Tyrosine Kinase Inhibitors [MoA],Novartis Pharmaceuticals Corporation,remibrutinib,128.43,166.96,265,2026-11-24,IN_STOCK
0078-1490,Gleevec Tablet,Bcr-Abl Tyrosine Kinase Inhibitors [MoA],Novartis Pharmaceuticals Corporation,imatinib mesylate,130.63,169.82,323,2028-05-17,IN_STOCK
